MONTH,HOUR,WEEKDAY,SEASON,TEMPERATURE,RAINFALL,WINDSPEED,HUMLDITY,SNOWFALL,RENTCOUNT
3,13,2,0,15.6,0.0,5.1,32.0,0.0,4.0
3,14,2,0,17.0,0.0,2.5,25.0,0.0,19.0
3,15,2,0,17.0,0.0,4.5,24.0,0.0,16.0
3,16,2,0,16.9,0.0,3.7,23.0,0.0,31.0
3,17,2,0,16.7,0.0,2.4,21.0,0.0,24.0
3,18,2,0,15.0,0.0,1.8,15.0,0.0,17.0
3,19,2,0,13.3,0.0,1.7,26.0,0.0,18.0
3,20,2,0,11.8,0.0,3.2,23.0,0.0,17.0
3,21,2,0,9.9,0.0,3.0,26.0,0.0,15.0
3,22,2,0,8.6,0.0,2.7,30.0,0.0,12.0
3,23,2,0,7.4,0.0,2.5,31.0,0.0,2.0
3,0,3,0,7.0,0.0,1.7,29.0,0.0,0.0
3,1,3,0,5.7,0.0,0.2,33.0,0.0,0.0
3,2,3,0,4.7,0.0,0.7,36.0,0.0,0.0
3,3,3,0,3.9,0.0,0.4,49.0,0.0,0.0
3,4,3,0,3.1,0.0,1.3,53.0,0.0,0.0
3,5,3,0,2.5,0.0,0.7,57.0,0.0,0.0
3,6,3,0,1.9,0.0,1.3,60.0,0.0,0.0
3,7,3,0,1.6,0.0,1.0,63.0,0.0,5.0
3,8,3,0,3.7,0.0,0.8,53.0,0.0,2.0
3,9,3,0,7.2,0.0,1.1,42.0,0.0,0.0
3,10,3,0,9.9,0.0,0.9,33.0,0.0,5.0
3,11,3,0,11.5,0.0,0.8,30.0,0.0,1.0
3,12,3,0,13.4,0.0,2.1,26.0,0.0,7.0
3,13,3,0,14.6,0.0,1.7,28.0,0.0,6.0
3,14,3,0,15.9,0.0,2.1,27.0,0.0,7.0
3,15,3,0,16.4,0.0,2.0,30.0,0.0,16.0
3,16,3,0,17.0,0.0,2.2,37.0,0.0,16.0
3,17,3,0,16.5,0.0,3.4,38.0,0.0,13.0
3,18,3,0,13.8,0.0,4.2,53.0,0.0,10.0
3,19,3,0,11.7,0.0,2.7,58.0,0.0,9.0
3,20,3,0,10.4,0.0,3.2,57.0,0.0,8.0
3,21,3,0,9.1,0.0,1.8,58.0,0.0,7.0
3,22,3,0,7.9,0.0,3.1,55.0,0.0,1.0
3,23,3,0,7.4,0.0,2.2,54.0,0.0,0.0
3,0,4,0,7.1,0.0,0.7,55.0,0.0,2.0
3,1,4,0,6.8,0.0,0.5,53.0,0.0,0.0
3,2,4,0,5.8,0.0,2.7,52.0,0.0,0.0
3,3,4,0,4.0,0.0,1.1,45.0,0.0,0.0
3,4,4,0,3.3,0.0,3.2,48.0,0.0,0.0
3,5,4,0,2.4,0.0,2.3,52.0,0.0,0.0
3,6,4,0,1.4,0.0,1.3,55.0,0.0,1.0
3,7,4,0,1.2,0.0,1.2,55.0,0.0,0.0
3,8,4,0,3.2,0.0,1.2,49.0,0.0,0.0
3,9,4,0,5.8,0.0,1.6,41.0,0.0,0.0
3,10,4,0,6.9,0.0,2.0,36.0,0.0,2.0
3,11,4,0,8.7,0.0,2.4,27.0,0.0,0.0
3,12,4,0,9.9,0.0,2.5,20.0,0.0,7.0
3,13,4,0,11.4,0.0,1.7,19.0,0.0,7.0
3,14,4,0,12.3,0.0,2.8,15.0,0.0,16.0
3,15,4,0,13.0,0.0,3.4,13.0,0.0,23.0
3,16,4,0,12.9,0.0,2.5,18.0,0.0,18.0
3,17,4,0,11.5,0.0,3.5,24.0,0.0,9.0
3,18,4,0,9.6,0.0,4.0,28.0,0.0,15.0
3,19,4,0,7.8,0.0,2.3,32.0,0.0,1.0
3,20,4,0,6.4,0.0,2.8,36.0,0.0,10.0
3,21,4,0,5.3,0.0,1.7,40.0,0.0,0.0
3,22,4,0,4.5,0.0,1.1,41.0,0.0,8.0
3,23,4,0,4.0,0.0,1.7,47.0,0.0,4.0
3,0,5,0,3.1,0.0,1.0,54.0,0.0,0.0
3,1,5,0,2.7,0.0,1.0,57.0,0.0,0.0
3,2,5,0,2.9,0.0,0.5,64.0,0.0,0.0
3,3,5,0,3.1,0.0,0.7,64.0,0.0,0.0
3,4,5,0,3.3,0.0,0.8,65.0,0.0,0.0
3,5,5,0,2.8,0.0,0.7,69.0,0.0,0.0
3,6,5,0,2.4,0.0,1.2,70.0,0.0,0.0
3,7,5,0,1.9,0.0,0.4,71.0,0.0,1.0
3,8,5,0,3.0,0.0,1.0,70.0,0.0,1.0
3,9,5,0,6.2,0.0,1.4,57.0,0.0,1.0
3,10,5,0,7.9,0.0,1.9,39.0,0.0,5.0
3,11,5,0,9.7,0.0,1.3,27.0,0.0,11.0
3,12,5,0,11.3,0.0,1.6,24.0,0.0,14.0
3,13,5,0,11.7,0.0,0.7,22.0,0.0,21.0
3,14,5,0,11.8,0.0,1.0,19.0,0.0,40.0
3,15,5,0,11.6,0.0,2.9,25.0,0.0,33.0
3,16,5,0,9.2,0.0,3.8,47.0,0.0,24.0
3,17,5,0,5.9,0.0,2.6,74.0,0.0,6.0
3,18,5,0,5.2,0.0,1.8,86.0,0.0,17.0
3,19,5,0,3.9,0.0,2.0,87.0,0.0,0.0
3,20,5,0,3.5,0.0,1.4,87.0,0.0,0.0
3,21,5,0,3.4,0.0,1.6,88.0,0.0,2.0
3,22,5,0,3.5,0.0,0.8,87.0,0.0,1.0
3,23,5,0,3.4,0.0,0.8,88.0,0.0,3.0
3,0,6,0,3.4,0.1,0.3,92.0,0.0,0.0
3,1,6,0,3.5,0.0,0.4,95.0,0.0,0.0
3,2,6,0,3.6,0.0,0.6,94.0,0.0,0.0
3,3,6,0,3.3,0.0,2.0,94.0,0.0,0.0
3,4,6,0,3.1,0.0,0.9,93.0,0.0,0.0
3,5,6,0,3.1,0.0,1.3,91.0,0.0,0.0
3,6,6,0,3.0,0.0,0.8,86.0,0.0,0.0
3,7,6,0,2.2,0.0,0.9,86.0,0.0,0.0
3,8,6,0,3.1,0.0,0.6,84.0,0.0,5.0
3,9,6,0,4.8,0.0,1.2,75.0,0.0,0.0
3,10,6,0,6.6,0.0,1.6,67.0,0.0,3.0
3,11,6,0,8.9,0.0,1.2,53.0,0.0,11.0
3,12,6,0,10.3,0.0,2.2,38.0,0.0,15.0
3,13,6,0,11.7,0.0,3.9,34.0,0.0,30.0
3,14,6,0,12.6,0.0,2.2,35.0,0.0,50.0
3,15,6,0,13.2,0.0,1.2,32.0,0.0,54.0
3,16,6,0,13.9,0.0,1.7,32.0,0.0,61.0
3,17,6,0,14.0,0.0,1.7,23.0,0.0,70.0
3,18,6,0,12.7,0.0,1.7,23.0,0.0,65.0
3,19,6,0,10.4,0.0,0.7,28.0,0.0,24.0
3,20,6,0,9.2,0.0,1.3,35.0,0.0,20.0
3,21,6,0,7.9,0.0,1.2,40.0,0.0,11.0
3,22,6,0,6.9,0.0,0.7,43.0,0.0,10.0
3,23,6,0,5.9,0.0,0.6,49.0,0.0,2.0
4,0,0,0,5.1,0.0,0.6,54.0,0.0,0.0
4,1,0,0,4.3,0.0,0.3,58.0,0.0,0.0
4,2,0,0,3.2,0.0,2.0,62.0,0.0,0.0
4,3,0,0,2.5,0.0,0.2,65.0,0.0,0.0
4,4,0,0,2.4,0.0,1.5,69.0,0.0,0.0
4,5,0,0,1.6,0.0,0.7,73.0,0.0,0.0
4,6,0,0,1.1,0.0,0.0,73.0,0.0,1.0
4,7,0,0,1.1,0.0,0.6,77.0,0.0,0.0
4,8,0,0,3.1,0.0,0.5,69.0,0.0,0.0
4,9,0,0,6.6,0.0,0.5,57.0,0.0,0.0
4,10,0,0,9.4,0.0,0.5,45.0,0.0,0.0
4,11,0,0,12.7,0.0,1.9,40.0,0.0,3.0
4,12,0,0,14.4,0.0,0.7,30.0,0.0,2.0
4,13,0,0,16.6,0.0,0.9,26.0,0.0,4.0
4,14,0,0,17.1,0.0,1.1,27.0,0.0,13.0
4,15,0,0,18.1,0.0,1.4,23.0,0.0,17.0
4,16,0,0,18.3,0.0,1.9,24.0,0.0,12.0
4,17,0,0,17.6,0.0,1.8,25.0,0.0,18.0
4,18,0,0,16.7,0.0,1.3,28.0,0.0,20.0
4,19,0,0,14.9,0.0,0.6,33.0,0.0,23.0
4,20,0,0,12.7,0.0,1.6,42.0,0.0,16.0
4,21,0,0,11.9,0.0,2.1,49.0,0.0,8.0
4,22,0,0,10.8,0.0,1.0,54.0,0.0,7.0
4,23,0,0,10.4,0.0,0.6,57.0,0.0,3.0
4,0,1,0,9.1,0.0,1.1,64.0,0.0,1.0
4,1,1,0,8.1,0.0,1.3,67.0,0.0,0.0
4,2,1,0,7.5,0.0,0.6,69.0,0.0,0.0
4,3,1,0,7.6,0.0,0.7,70.0,0.0,0.0
4,4,1,0,7.5,0.1,0.9,81.0,0.0,0.0
4,5,1,0,7.0,0.5,1.7,89.0,0.0,0.0
4,6,1,0,7.4,0.0,0.6,88.0,0.0,0.0
4,7,1,0,7.3,0.0,1.7,86.0,0.0,4.0
4,8,1,0,7.0,0.0,1.0,96.0,0.0,0.0
4,9,1,0,7.8,0.0,1.6,97.0,0.0,0.0
4,10,1,0,8.1,0.0,1.1,91.0,0.0,0.0
4,11,1,0,8.5,0.0,1.0,84.0,0.0,0.0
4,12,1,0,8.4,0.0,2.2,80.0,0.0,0.0
4,13,1,0,7.9,0.0,1.4,80.0,0.0,0.0
4,14,1,0,8.4,0.0,1.9,72.0,0.0,0.0
4,15,1,0,8.4,0.0,2.3,72.0,0.0,5.0
4,16,1,0,6.9,0.0,4.6,79.0,0.0,1.0
4,17,1,0,6.7,0.0,2.1,78.0,0.0,1.0
4,18,1,0,6.5,0.0,2.9,75.0,0.0,7.0
4,19,1,0,6.1,0.0,0.8,79.0,0.0,0.0
4,20,1,0,6.1,0.0,0.8,78.0,0.0,1.0
4,21,1,0,6.1,0.0,1.2,80.0,0.0,2.0
4,22,1,0,6.0,0.0,1.3,81.0,0.0,4.0
4,23,1,0,5.8,0.0,2.1,82.0,0.0,6.0
4,0,2,0,5.5,0.0,1.9,85.0,0.0,0.0
4,1,2,0,5.4,0.0,1.5,86.0,0.0,0.0
4,2,2,0,5.5,0.0,0.6,86.0,0.0,0.0
4,3,2,0,5.3,0.0,2.1,87.0,0.0,0.0
4,4,2,0,5.3,0.0,2.3,88.0,0.0,0.0
4,5,2,0,5.1,0.0,1.7,90.0,0.0,0.0
4,6,2,0,4.5,0.0,1.9,92.0,0.0,0.0
4,7,2,0,4.4,0.0,1.6,93.0,0.0,0.0
4,8,2,0,5.8,0.0,0.9,86.0,0.0,1.0
4,9,2,0,8.0,0.0,1.9,74.0,0.0,0.0
4,10,2,0,9.3,0.0,4.1,69.0,0.0,1.0
4,11,2,0,10.5,0.0,3.5,63.0,0.0,0.0
4,12,2,0,13.0,0.0,2.1,46.0,0.0,8.0
4,13,2,0,14.6,0.0,2.2,34.0,0.0,6.0
4,14,2,0,15.7,0.0,2.5,32.0,0.0,14.0
4,15,2,0,16.7,0.0,2.0,29.0,0.0,24.0
4,16,2,0,17.3,0.0,2.0,27.0,0.0,21.0
4,17,2,0,17.5,0.0,2.7,27.0,0.0,38.0
4,18,2,0,16.0,0.0,2.0,30.0,0.0,25.0
4,19,2,0,13.8,0.0,2.1,38.0,0.0,20.0
4,20,2,0,12.2,0.0,1.2,40.0,0.0,15.0
4,21,2,0,10.5,0.0,2.1,43.0,0.0,21.0
4,22,2,0,9.4,0.0,0.5,46.0,0.0,10.0
4,23,2,0,8.6,0.0,2.0,49.0,0.0,11.0
4,0,3,0,7.5,0.0,0.5,54.0,0.0,0.0
4,1,3,0,6.3,0.0,0.5,61.0,0.0,0.0
4,2,3,0,5.9,0.0,1.8,61.0,0.0,0.0
4,3,3,0,5.2,0.0,1.0,67.0,0.0,0.0
4,4,3,0,4.5,0.0,1.2,71.0,0.0,0.0
4,5,3,0,4.3,0.0,0.9,73.0,0.0,0.0
4,6,3,0,4.1,0.0,2.0,72.0,0.0,1.0
4,7,3,0,4.4,0.0,1.0,73.0,0.0,0.0
4,8,3,0,6.2,0.0,0.4,67.0,0.0,0.0
4,9,3,0,9.3,0.0,0.9,58.0,0.0,4.0
4,10,3,0,12.1,0.0,0.9,47.0,0.0,3.0
4,11,3,0,16.0,0.0,1.2,38.0,0.0,6.0
4,12,3,0,18.0,0.0,1.9,32.0,0.0,6.0
4,13,3,0,19.8,0.0,1.7,28.0,0.0,8.0
4,14,3,0,21.2,0.0,1.5,26.0,0.0,18.0
4,15,3,0,22.3,0.0,0.9,23.0,0.0,16.0
4,16,3,0,23.0,0.0,0.8,18.0,0.0,29.0
4,17,3,0,22.9,0.0,0.4,18.0,0.0,24.0
4,18,3,0,21.3,0.0,1.4,21.0,0.0,29.0
4,19,3,0,19.0,0.0,2.5,25.0,0.0,23.0
4,20,3,0,16.8,0.0,0.9,36.0,0.0,33.0
4,21,3,0,15.3,0.0,1.0,42.0,0.0,25.0
4,22,3,0,13.6,0.0,0.8,48.0,0.0,34.0
4,23,3,0,12.4,0.0,1.2,51.0,0.0,5.0
4,0,4,0,11.3,0.0,1.8,58.0,0.0,1.0
4,1,4,0,10.8,0.0,0.7,59.0,0.0,12.0
4,2,4,0,10.2,0.0,1.3,60.0,0.0,0.0
4,3,4,0,9.5,0.0,1.5,66.0,0.0,0.0
4,4,4,0,8.7,0.0,1.0,68.0,0.0,0.0
4,5,4,0,8.0,0.0,0.6,70.0,0.0,0.0
4,6,4,0,7.2,0.0,0.1,73.0,0.0,0.0
4,7,4,0,7.2,0.0,1.2,76.0,0.0,3.0
4,8,4,0,9.4,0.0,1.0,70.0,0.0,0.0
4,9,4,0,13.3,0.0,1.4,55.0,0.0,1.0
4,10,4,0,16.2,0.0,1.7,45.0,0.0,2.0
4,11,4,0,17.9,0.0,2.2,40.0,0.0,2.0
4,12,4,0,19.7,0.0,1.4,34.0,0.0,12.0
4,13,4,0,21.1,0.0,1.3,29.0,0.0,15.0
4,14,4,0,21.7,0.0,0.7,26.0,0.0,29.0
4,15,4,0,22.3,0.0,1.2,25.0,0.0,34.0
4,16,4,0,22.1,0.0,1.9,24.0,0.0,36.0
4,17,4,0,22.0,0.0,1.4,23.0,0.0,49.0
4,18,4,0,21.4,0.0,1.0,24.0,0.0,32.0
4,19,4,0,19.7,0.0,1.1,27.0,0.0,33.0
4,20,4,0,17.5,0.0,1.8,34.0,0.0,36.0
4,21,4,0,16.1,0.0,1.3,39.0,0.0,61.0
4,22,4,0,15.4,0.0,1.6,41.0,0.0,37.0
4,23,4,0,14.6,0.0,2.3,39.0,0.0,17.0
4,0,5,0,14.0,0.0,0.9,41.0,0.0,13.0
4,1,5,0,13.6,0.0,0.9,45.0,0.0,0.0
4,2,5,0,13.3,0.0,1.6,47.0,0.0,0.0
4,3,5,0,12.6,0.2,1.0,56.0,0.0,0.0
4,4,5,0,10.7,0.9,0.9,82.0,0.0,0.0
4,5,5,0,9.6,1.7,1.2,92.0,0.0,0.0
4,6,5,0,9.5,2.1,0.9,90.0,0.0,0.0
4,7,5,0,9.1,2.6,1.6,95.0,0.0,0.0
4,8,5,0,9.4,1.0,1.0,96.0,0.0,0.0
4,9,5,0,9.8,0.8,1.8,95.0,0.0,0.0
4,10,5,0,10.2,0.2,2.0,94.0,0.0,0.0
4,11,5,0,10.6,0.5,2.6,93.0,0.0,0.0
4,12,5,0,10.7,0.6,1.7,93.0,0.0,0.0
4,13,5,0,10.6,0.7,2.9,93.0,0.0,0.0
4,14,5,0,10.2,0.2,2.5,93.0,0.0,0.0
4,15,5,0,8.8,0.9,3.2,94.0,0.0,0.0
4,16,5,0,7.6,1.3,1.8,95.0,0.0,0.0
4,17,5,0,7.0,1.7,1.9,93.0,0.0,0.0
4,18,5,0,6.2,1.2,2.9,93.0,0.0,0.0
4,19,5,0,5.5,1.5,2.1,92.0,0.0,0.0
4,20,5,0,4.8,0.6,1.8,91.0,0.0,0.0
4,21,5,0,4.1,0.1,1.2,92.0,0.0,0.0
4,22,5,0,4.0,0.1,0.7,92.0,0.0,0.0
4,23,5,0,4.0,0.0,1.9,90.0,0.0,2.0
4,0,6,0,4.0,0.0,2.1,88.0,0.0,0.0
4,1,6,0,3.9,0.0,3.4,87.0,0.0,0.0
4,2,6,0,3.6,0.0,2.2,89.0,0.0,0.0
4,3,6,0,3.1,0.1,3.0,91.0,0.0,0.0
4,4,6,0,2.8,0.1,3.1,94.0,0.0,0.0
4,5,6,0,2.7,0.2,2.2,96.0,0.0,0.0
4,6,6,0,2.8,0.0,2.7,94.0,0.0,0.0
4,7,6,0,3.1,0.0,3.0,91.0,0.0,1.0
4,8,6,0,3.7,0.0,2.1,89.0,0.0,2.0
4,9,6,0,4.2,0.0,3.4,82.0,0.0,0.0
4,10,6,0,4.7,0.0,2.5,77.0,0.0,1.0
4,11,6,0,5.3,0.0,2.9,70.0,0.0,1.0
4,12,6,0,6.2,0.0,2.9,63.0,0.0,6.0
4,13,6,0,7.9,0.0,3.1,54.0,0.0,14.0
4,14,6,0,8.7,0.0,3.4,49.0,0.0,32.0
4,15,6,0,9.6,0.0,3.5,44.0,0.0,39.0
4,16,6,0,9.8,0.0,3.3,40.0,0.0,68.0
4,17,6,0,9.2,0.0,4.6,39.0,0.0,48.0
4,18,6,0,8.0,0.0,3.1,44.0,0.0,39.0
4,19,6,0,6.3,0.0,2.1,49.0,0.0,12.0
4,20,6,0,4.7,0.0,1.4,61.0,0.0,3.0
4,21,6,0,3.6,0.0,3.1,69.0,0.0,3.0
4,22,6,0,2.8,0.0,2.0,74.0,0.0,4.0
4,23,6,0,2.2,0.0,1.3,78.0,0.0,0.0
4,0,0,0,1.8,0.0,1.7,81.0,0.0,2.0
4,1,0,0,1.5,0.0,1.5,83.0,0.0,0.0
4,2,0,0,1.2,0.0,0.9,85.0,0.0,0.0
4,3,0,0,1.1,0.0,1.7,87.0,0.0,0.0
4,4,0,0,1.0,0.0,1.4,88.0,0.0,0.0
4,5,0,0,0.2,0.0,0.8,91.0,0.0,0.0
4,6,0,0,0.0,0.0,0.8,92.0,0.0,0.0
4,7,0,0,0.3,0.0,0.5,92.0,0.0,1.0
4,8,0,0,2.9,0.0,1.1,83.0,0.0,2.0
4,9,0,0,5.4,0.0,2.1,65.0,0.0,9.0
4,10,0,0,8.1,0.0,2.3,45.0,0.0,1.0
4,11,0,0,10.9,0.0,2.4,40.0,0.0,3.0
4,12,0,0,13.0,0.0,3.8,29.0,0.0,2.0
4,13,0,0,13.9,0.0,3.2,34.0,0.0,6.0
4,14,0,0,14.8,0.0,3.1,32.0,0.0,8.0
4,15,0,0,14.6,0.0,3.1,28.0,0.0,8.0
4,16,0,0,15.3,0.0,2.9,23.0,0.0,17.0
4,17,0,0,13.7,0.0,2.6,23.0,0.0,25.0
4,18,0,0,12.6,0.0,1.5,24.0,0.0,9.0
4,19,0,0,11.1,0.0,2.4,28.0,0.0,16.0
4,20,0,0,10.2,0.0,1.7,32.0,0.0,9.0
4,21,0,0,9.2,0.0,1.4,37.0,0.0,15.0
4,22,0,0,9.1,0.0,2.1,39.0,0.0,1.0
4,23,0,0,9.2,0.0,2.4,56.0,0.0,4.0
4,0,1,0,8.9,0.0,1.1,64.0,0.0,0.0
4,1,1,0,8.9,0.0,1.9,71.0,0.0,0.0
4,2,1,0,7.0,0.0,1.3,75.0,0.0,0.0
4,3,1,0,7.3,0.0,3.1,63.0,0.0,0.0
4,4,1,0,7.1,0.0,2.9,64.0,0.0,0.0
4,5,1,0,6.8,0.0,1.2,60.0,0.0,0.0
4,6,1,0,6.3,0.0,1.5,66.0,0.0,0.0
4,7,1,0,6.2,0.0,1.5,66.0,0.0,0.0
4,8,1,0,7.8,0.0,1.9,54.0,0.0,0.0
4,9,1,0,10.1,0.0,2.1,35.0,0.0,0.0
4,10,1,0,11.6,0.0,2.5,32.0,0.0,0.0
4,11,1,0,11.9,0.0,6.0,21.0,0.0,5.0
4,12,1,0,12.1,0.0,7.0,20.0,0.0,5.0
4,13,1,0,13.8,0.0,4.8,21.0,0.0,3.0
4,14,1,0,13.5,0.0,4.6,18.0,0.0,4.0
4,15,1,0,11.2,0.0,6.3,22.0,0.0,10.0
4,16,1,0,11.1,0.0,4.6,24.0,0.0,12.0
4,17,1,0,10.3,0.0,4.2,28.0,0.0,9.0
4,18,1,0,8.5,0.0,5.2,34.0,0.0,1.0
4,19,1,0,7.1,0.0,4.0,46.0,0.0,0.0
4,20,1,0,6.0,0.0,3.0,60.0,0.0,1.0
4,21,1,0,5.5,0.0,3.2,60.0,0.0,2.0
4,22,1,0,4.5,0.0,3.0,61.0,0.0,0.0
4,23,1,0,3.7,0.0,4.3,59.0,0.0,2.0
4,0,2,0,3.0,0.0,1.5,63.0,0.0,0.0
4,1,2,0,2.8,0.0,2.4,66.0,0.0,0.0
4,2,2,0,2.6,0.0,2.1,68.0,0.0,0.0
4,3,2,0,2.5,0.0,2.6,71.0,0.0,0.0
4,4,2,0,2.3,0.0,1.2,70.0,0.0,0.0
4,5,2,0,1.7,0.0,1.6,73.0,0.0,0.0
4,6,2,0,1.5,0.0,1.6,77.0,0.0,1.0
4,7,2,0,1.6,0.0,1.5,78.0,0.0,0.0
4,8,2,0,3.8,0.0,2.6,71.0,0.0,0.0
4,9,2,0,5.2,0.0,2.5,58.0,0.0,0.0
4,10,2,0,5.9,0.0,2.5,53.0,0.0,0.0
4,11,2,0,6.4,0.0,4.7,59.0,0.0,0.0
4,12,2,0,7.7,0.0,3.0,46.0,0.0,2.0
4,13,2,0,6.8,0.0,5.2,53.0,0.0,0.0
4,14,2,0,9.1,0.0,3.1,40.0,0.0,5.0
4,15,2,0,7.8,0.0,2.8,45.0,0.0,12.0
4,16,2,0,9.2,0.0,3.3,41.0,0.0,23.0
4,17,2,0,9.5,0.0,2.5,37.0,0.0,5.0
4,18,2,0,8.9,0.0,3.1,33.0,0.0,0.0
4,19,2,0,7.3,0.0,2.1,37.0,0.0,3.0
4,20,2,0,5.9,0.0,1.9,42.0,0.0,0.0
4,21,2,0,5.0,0.0,2.3,58.0,0.0,1.0
4,22,2,0,4.6,0.0,1.9,65.0,0.0,1.0
4,23,2,0,4.2,0.0,1.6,71.0,0.0,0.0
4,0,3,0,3.9,0.0,2.0,71.0,0.0,0.0
4,1,3,0,3.5,0.2,0.9,82.0,0.0,0.0
4,2,3,0,2.1,1.4,3.4,92.0,0.0,0.0
4,3,3,0,1.4,1.5,1.7,94.0,0.0,0.0
4,4,3,0,1.5,0.0,0.9,94.0,0.0,0.0
4,5,3,0,1.3,0.0,0.8,96.0,0.0,0.0
4,6,3,0,1.0,0.0,0.9,98.0,0.0,0.0
4,7,3,0,1.6,0.0,0.6,98.0,0.0,1.0
4,8,3,0,4.0,0.0,1.6,82.0,0.0,0.0
4,9,3,0,6.7,0.0,1.3,66.0,0.0,0.0
4,10,3,0,8.2,0.0,3.3,48.0,0.0,3.0
4,11,3,0,9.4,0.0,3.8,40.0,0.0,0.0
4,12,3,0,10.6,0.0,4.0,32.0,0.0,0.0
4,13,3,0,11.0,0.0,2.9,32.0,0.0,1.0
4,14,3,0,11.3,0.0,4.7,32.0,0.0,3.0
4,15,3,0,10.9,0.0,4.2,32.0,0.0,9.0
4,16,3,0,11.0,0.0,4.2,27.0,0.0,5.0
4,17,3,0,10.7,0.0,5.2,25.0,0.0,1.0
4,18,3,0,9.8,0.0,4.1,28.0,0.0,5.0
4,19,3,0,7.9,0.0,3.8,29.0,0.0,1.0
4,20,3,0,6.7,0.0,2.0,35.0,0.0,0.0
4,21,3,0,6.2,0.0,2.3,33.0,0.0,1.0
4,22,3,0,5.5,0.0,2.6,38.0,0.0,0.0
4,23,3,0,4.9,0.0,2.4,39.0,0.0,1.0
4,0,4,0,4.1,0.0,1.6,42.0,0.0,0.0
4,1,4,0,3.6,0.0,1.8,49.0,0.0,0.0
4,2,4,0,2.4,0.0,0.9,56.0,0.0,0.0
4,3,4,0,2.2,0.0,1.6,65.0,0.0,0.0
4,4,4,0,1.8,0.0,1.9,76.0,0.0,0.0
4,5,4,0,1.1,0.0,1.2,81.0,0.0,0.0
4,6,4,0,0.4,0.0,0.6,81.0,0.0,0.0
4,7,4,0,1.2,0.0,0.5,81.0,0.0,0.0
4,8,4,0,3.8,0.0,1.5,69.0,0.0,0.0
4,9,4,0,7.3,0.0,1.7,50.0,0.0,0.0
4,10,4,0,9.0,0.0,4.2,36.0,0.0,1.0
4,11,4,0,9.5,0.0,3.5,40.0,0.0,1.0
4,12,4,0,10.2,0.0,1.6,41.0,0.0,6.0
4,13,4,0,11.6,0.0,2.8,36.0,0.0,5.0
4,14,4,0,11.9,0.0,3.9,32.0,0.0,7.0
4,15,4,0,12.1,0.0,2.8,29.0,0.0,21.0
4,16,4,0,13.3,0.0,3.5,25.0,0.0,19.0
4,17,4,0,13.2,0.0,3.3,26.0,0.0,20.0
4,18,4,0,11.9,0.0,3.7,27.0,0.0,15.0
4,19,4,0,10.2,0.0,2.1,33.0,0.0,9.0
4,20,4,0,8.8,0.0,1.8,39.0,0.0,2.0
4,21,4,0,7.7,0.0,1.2,43.0,0.0,7.0
4,22,4,0,6.5,0.0,1.9,46.0,0.0,19.0
4,23,4,0,6.0,0.0,3.1,51.0,0.0,0.0
4,0,5,0,5.6,0.0,3.2,51.0,0.0,3.0
4,1,5,0,5.5,0.0,3.3,52.0,0.0,0.0
4,2,5,0,4.7,0.0,2.2,56.0,0.0,0.0
4,3,5,0,4.5,0.0,3.1,58.0,0.0,0.0
4,4,5,0,3.4,0.0,1.9,61.0,0.0,0.0
4,5,5,0,2.4,0.0,0.9,68.0,0.0,0.0
4,6,5,0,2.1,0.0,1.5,65.0,0.0,0.0
4,7,5,0,2.1,0.0,0.6,68.0,0.0,1.0
4,8,5,0,5.1,0.0,1.0,56.0,0.0,1.0
4,9,5,0,9.6,0.0,1.8,38.0,0.0,2.0
4,10,5,0,12.9,0.0,3.6,25.0,0.0,2.0
4,11,5,0,15.3,0.0,3.5,21.0,0.0,6.0
4,12,5,0,16.5,0.0,2.5,22.0,0.0,21.0
4,13,5,0,18.1,0.0,4.5,22.0,0.0,34.0
4,14,5,0,19.4,0.0,4.4,23.0,0.0,27.0
4,15,5,0,20.2,0.0,3.6,24.0,0.0,40.0
4,16,5,0,20.3,0.0,5.0,24.0,0.0,46.0
4,17,5,0,20.6,0.0,4.5,22.0,0.0,39.0
4,18,5,0,20.3,0.0,3.4,23.0,0.0,36.0
4,19,5,0,19.2,0.0,3.6,26.0,0.0,41.0
4,20,5,0,18.0,0.0,3.1,28.0,0.0,32.0
4,21,5,0,16.7,0.0,2.5,34.0,0.0,26.0
4,22,5,0,15.5,0.0,1.5,38.0,0.0,32.0
4,23,5,0,14.9,0.0,3.7,41.0,0.0,24.0
4,0,6,0,14.9,0.0,3.6,42.0,0.0,0.0
4,1,6,0,14.4,0.0,2.7,47.0,0.0,0.0
4,2,6,0,16.9,0.0,4.2,45.0,0.0,0.0
4,3,6,0,16.0,0.0,2.8,50.0,0.0,0.0
4,4,6,0,16.3,0.0,5.0,45.0,0.0,0.0
4,5,6,0,14.9,0.0,3.0,53.0,0.0,0.0
4,6,6,0,13.2,0.4,2.2,66.0,0.0,0.0
4,7,6,0,12.5,0.5,1.2,72.0,0.0,8.0
4,8,6,0,13.3,0.0,1.9,65.0,0.0,0.0
4,9,6,0,13.1,0.0,2.6,67.0,0.0,0.0
4,10,6,0,12.6,0.1,2.8,74.0,0.0,1.0
4,11,6,0,10.5,0.0,3.6,83.0,0.0,1.0
4,12,6,0,12.8,0.0,3.5,63.0,0.0,0.0
4,13,6,0,14.4,0.0,5.8,33.0,0.0,11.0
4,14,6,0,14.8,0.0,6.5,27.0,0.0,18.0
4,15,6,0,14.0,0.0,4.1,22.0,0.0,33.0
