TIME,TEMPERATURE,RAINFALL,WINDSPEED,HUMIDITY,SNOWFALL
2013010100,-8.8,,0.1,90,8.8
2013010101,-8.5,,0.9,90,8.8
2013010102,-8.5,,1,89,8.8
2013010103,-9,,0.7,91,8.8
2013010104,-9.1,,0.6,92,8.8
2013010105,-9.4,,0.5,92,8.8
2013010106,-9,,1.4,93,8.8
2013010107,-8.3,,0.2,94,9.6
2013010108,-7.3,,1.7,96,10.5
2013010109,-6.4,2.2,0.9,96,12.8
2013010110,-5.3,,0.4,98,15.3
2013010111,-3.4,,0.9,93,15.5
2013010112,-0.5,1.9,0.7,88,15
2013010113,3.1,,2,73,14
2013010114,2.5,,2.4,69,12.5
2013010115,0.8,0.2,3.8,90,12.5
2013010116,1.1,,2.4,84,13.8
2013010117,0.5,,2.2,83,14
2013010118,-1.4,0.5,0.5,90,14
2013010119,-1.7,,1.2,94,14
2013010120,-2,,1,95,14
2013010121,-2.4,,1.1,98,14
2013010122,-3.3,,0.2,97,14
2013010123,-3.2,,1.4,98,14.1
2013010200,-1.3,0.8,2.5,100,15.7
2013010201,-0.8,,0.9,100,18.1
2013010202,-1.3,,3.4,89,18.3
2013010203,-3.5,1.8,3.8,80,18.3
2013010204,-5.3,,2.8,79,18.4
2013010205,-6.5,,1.8,83,18.4
2013010206,-7.4,0,1.8,78,18.4
2013010207,-8.7,,2.1,71,18.4
2013010208,-9.6,,1.4,73,18.3
2013010209,-8.7,,2.3,57,18.2
2013010210,-8,,2,54,18
2013010211,-6.9,,1.8,52,17.5
2013010212,-6.1,,2.1,52,17.2
2013010213,-5.6,,2.2,51,16.9
2013010214,-5.9,,2.9,53,16.5
2013010215,-6.1,,3,55,16.2
2013010216,-6.9,,3.2,55,16.2
2013010217,-7.9,,3.1,56,16.2
2013010218,-9.3,,2,59,16.2
2013010219,-10.2,,1.5,61,16.2
2013010220,-10.8,,1.3,65,16.2
2013010221,-11.2,,1.8,69,16.2
2013010222,-11.9,,0.3,73,16.2
2013010223,-12.2,,1.2,80,16.2
2013010300,-12.9,,1.6,81,16.2
2013010301,-12.8,,0.9,80,16.2
2013010302,-12.8,,1.6,81,16.2
2013010303,-13.1,,2,85,16.2
2013010304,-13.7,,1.8,80,16.2
2013010305,-15,,1.5,77,16.2
2013010306,-15.8,,0.8,77,16.2
2013010307,-16.3,,0.8,79,16.2
2013010308,-16.5,,1,77,16.2
2013010309,-14.5,,0.5,74,16.2
2013010310,-12,,0.5,63,16.2
2013010311,-9.8,,1.2,46,16
2013010312,-8.9,,2.6,41,15.8
2013010313,-7.8,,2.6,42,15.6
2013010314,-6.4,,1.5,45,15.4
2013010315,-5.8,,2,43,15.1
2013010316,-5.7,,2.5,48,14.8
2013010317,-7.4,,2.6,53,14.6
2013010318,-8.7,,1.6,61,14.6
2013010319,-9.1,,1.2,65,14.6
2013010320,-10.2,,0.7,72,14.6
2013010321,-10.8,,0.2,75,14.6
2013010322,-11.6,,1.1,78,14.6
2013010323,-11.7,,1.2,78,14.6
2013010400,-12.3,,1.1,81,14.6
2013010401,-12.9,,0.4,78,14.6
2013010402,-13.3,,0.5,79,14.6
2013010403,-13.9,,1.6,84,14.6
2013010404,-14.7,,1.1,86,14.6
2013010405,-15.1,,1,88,14.6
2013010406,-15.3,,0.4,85,14.6
2013010407,-16.1,,1,88,14.6
2013010408,-16.5,,0.9,87,14.6
2013010409,-14.5,,0.5,85,14.6
2013010410,-12.1,,0.6,73,14.5
2013010411,-8.7,,1.1,53,14.4
2013010412,-7.5,,1.5,46,14.3
2013010413,-5.8,,0.9,40,14.1
2013010414,-4.8,,2.3,42,13.9
2013010415,-4.5,,1.7,39,13.7
2013010416,-4.4,,1.1,40,13.5
2013010417,-5.5,,1.2,44,13.4
2013010418,-6.6,,1.2,48,13.4
2013010419,-7.6,,1.1,57,13.4
2013010420,-8.3,,0.9,58,13.4
2013010421,-9.5,,0.8,64,13.4
2013010422,-10.6,,0.4,70,13.4
2013010423,-11.6,,0.5,73,13.4
2013010500,-12,,0.4,76,13.4
2013010501,-12.4,,1.4,79,13.4
2013010502,-13,,1,82,13.4
2013010503,-13,,0.1,82,13.4
2013010504,-13.5,,0.7,85,13.4
2013010505,-14.1,,1.1,86,13.4
2013010506,-14.5,,1.1,86,13.4
2013010507,-14.8,,1.6,89,13.4
2013010508,-15.1,,0.4,88,13.4
2013010509,-13.3,,1,85,13.4
2013010510,-9.8,,0.4,70,13.4
2013010511,-6.8,,0.5,55,13.4
2013010512,-3.5,,0.5,50,13.2
2013010513,-1.8,,0.3,49,13.1
2013010514,0.3,,1.1,46,12.9
2013010515,-0.2,,2.7,57,12.7
2013010516,-0.2,,2,58,12.6
2013010517,-1.3,,1.5,64,12.6
2013010518,-1.8,,1.2,69,12.6
2013010519,-2.7,,0.7,67,12.6
2013010520,-3.5,,0.4,71,12.6
2013010521,-3.3,,0.7,74,12.6
2013010522,-4.2,,0.8,78,12.6
2013010523,-5,,1,83,12.6
2013010600,-5.1,,1.8,84,12.6
2013010601,-5.6,,1.4,87,12.6
2013010602,-6.4,,1.1,88,12.6
2013010603,-7.1,,0.1,90,12.6
2013010604,-7.3,,1,90,12.6
2013010605,-7.7,,0.6,92,12.6
2013010606,-7.9,,0.4,92,12.6
2013010607,-8,,1.5,94,12.6
2013010608,-7.7,,1.3,94,12.6
2013010609,-6.8,,0.6,91,12.6
2013010610,-4.2,,0.3,78,12.6
2013010611,-2.2,,1.2,64,12.6
2013010612,-1.9,,1.6,52,12.6
2013010613,-0.9,,1.7,46,12.5
2013010614,-0.7,,1.5,38,12.5
2013010615,0.6,,1.4,35,12.4
2013010616,0.5,,1.4,38,12.4
2013010617,-0.9,,1.4,45,12.4
2013010618,-2.3,,1.6,54,12.4
2013010619,-4.1,,0.8,48,12.4
2013010620,-5.1,,0.3,45,12.4
2013010621,-5.6,,0.3,45,12.4
2013010622,-6.6,,1.1,53,12.4
2013010623,-7.8,,1.3,68,12.4
2013010700,-8,,0.6,69,12.4
2013010701,-9,,1.3,71,12.4
2013010702,-9.6,,1.3,76,12.4
2013010703,-9.8,,0.1,78,12.4
2013010704,-10.2,,2,82,12.4
2013010705,-10.6,,0.8,82,12.4
2013010706,-10.4,,1,84,12.4
2013010707,-10.2,,0.8,83,12.4
2013010708,-10.1,,0.7,86,12.4
2013010709,-8.2,,0.6,77,12.4
2013010710,-6.2,,0.4,68,12.4
2013010711,-4,,1.3,50,12.3
2013010712,-2.1,,1,45,12.2
2013010713,-0.3,,1.5,36,12.1
2013010714,0.5,,0.9,35,12
2013010715,1,,1.5,42,11.9
2013010716,0.1,,2.3,47,11.7
2013010717,-0.5,,0.5,52,11.7
2013010718,-1.5,,1.2,58,11.7
2013010719,-2.5,,0.8,64,11.7
2013010720,-3,,0.8,67,11.7
2013010721,-3.6,,0.8,69,11.7
2013010722,-4.1,,0.2,71,11.7
2013010723,-4.7,,1.2,75,11.7
2013010800,-5.6,,0.1,78,11.7
2013010801,-6.4,,0.3,82,11.7
2013010802,-7,,1.1,86,11.7
2013010803,-7.5,,1.4,88,11.7
2013010804,-8.1,,0.6,87,11.7
2013010805,-8.6,,0.7,90,11.7
2013010806,-8.8,,1.1,91,11.7
2013010807,-9.1,,0.5,91,11.7
2013010808,-9.1,,0.9,92,11.7
2013010809,-7.9,,0.3,87,11.7
2013010810,-5.3,,0.4,80,11.7
2013010811,-2.8,,1.1,68,11.7
2013010812,-0.5,,1.1,59,11.6
2013010813,1.1,,1.2,58,11.5
2013010814,1.5,,2.2,49,11.4
2013010815,1.7,,1.9,47,11.3
2013010816,1.4,,1.3,47,11.3
2013010817,-0.1,,2.9,45,11.3
2013010818,-1.7,,2.1,48,11.3
2013010819,-2.9,,0.9,55,11.3
2013010820,-3.2,,0.7,58,11.3
2013010821,-3.9,,1,59,11.3
2013010822,-4.6,,1.7,62,11.3
2013010823,-5.1,,1.2,63,11.3
2013010900,-5.3,,0.8,65,11.3
2013010901,-5.2,,0.9,68,11.3
2013010902,-5.7,,0.8,69,11.3
2013010903,-6.3,,1.5,71,11.3
2013010904,-6.3,,1.5,69,11.3
2013010905,-6.9,,1.7,73,11.3
2013010906,-7.2,,1.4,78,11.3
2013010907,-7.4,,1.4,73,11.3
2013010908,-8.6,,0.9,75,11.3
2013010909,-7.1,,0.5,67,11.3
2013010910,-5.7,,1.2,62,11.3
2013010911,-4.4,,4.4,54,11.3
2013010912,-3.5,,3.6,46,11.2
2013010913,-2.3,,3.7,41,11.2
2013010914,-2.2,,4.1,40,11.2
2013010915,-2.4,,4.2,41,11.2
2013010916,-2.7,,3.5,40,11.2
2013010917,-4.4,,2.4,40,11.2
2013010918,-5.8,,2.3,44,11.2
2013010919,-7,,1.3,47,11.2
2013010920,-7.6,,1.9,50,11.2
2013010921,-8.4,,1.4,58,11.2
2013010922,-9.1,,1,61,11.2
2013010923,-9.2,,0.7,64,11.2
2013011000,-9.6,,0.6,71,11.2
2013011001,-10.4,,0.7,73,11.2
2013011002,-11.1,,0.8,77,11.2
2013011003,-11.7,,0.5,80,11.2
2013011004,-12,,1.1,83,11.2
2013011005,-12.5,,1.4,85,11.2
2013011006,-12.8,,1.4,84,11.2
2013011007,-13.5,,0.4,75,11.2
2013011008,-13.7,,0.2,71,11.2
2013011009,-10.5,,0.8,59,11.2
2013011010,-7.7,,1.8,39,11.2
2013011011,-5.9,,1.2,32,11.2
2013011012,-4.3,,1.1,31,11.2
2013011013,-3.8,,1.4,30,11.2
2013011014,-2.8,,1.4,30,11.2
2013011015,-2,,2.3,29,11.1
2013011016,-1.9,,1.7,31,11.1
2013011017,-3.5,,2.8,34,11.1
2013011018,-4.8,,1.4,39,11.1
2013011019,-5.9,,0.3,42,11.1
2013011020,-6.7,,1.1,47,11.1
2013011021,-7.3,,0.9,50,11.1
2013011022,-8.2,,0.2,54,11.1
2013011023,-9.1,,0.3,62,11.1
2013011100,-9.8,,0.7,67,11.1
2013011101,-10.4,,0.2,69,11.1
2013011102,-11,,0.8,75,11.1
2013011103,-11.4,,0.9,78,11.1
2013011104,-11.5,,0.4,80,11.1
2013011105,-12.3,,0.9,82,11.1
2013011106,-12.6,,0.5,83,11.1
2013011107,-12.5,,0.7,84,11.1
2013011108,-12.5,,0.9,86,11.1
2013011109,-11,,1.1,80,11.1
2013011110,-7.8,,0.4,70,11.1
2013011111,-4.3,,0.4,60,11.1
2013011112,-1.7,,0.8,53,11
2013011113,0.6,,1.4,54,10.9
2013011114,1.4,,1.4,52,10.8
2013011115,1.7,,1.5,54,10.7
2013011116,1.2,,1,53,10.6
2013011117,0.3,,1.1,57,10.6
2013011118,-0.7,,1.1,60,10.6
2013011119,-1.3,,0.3,63,10.6
2013011120,-2,,0.4,66,10.6
2013011121,-2.8,,1.1,73,10.6
2013011122,-3.2,,0.5,73,10.6
2013011123,-3.3,,0.4,77,10.6
2013011200,-3.9,,0.2,79,10.6
2013011201,-4.2,,0.4,81,10.6
2013011202,-5.2,,0.5,84,10.6
2013011203,-5.2,,0.6,85,10.6
2013011204,-5.7,,0.5,87,10.6
2013011205,-5.2,,1.8,84,10.6
2013011206,-4.5,,0.8,82,10.6
2013011207,-4.3,,1.5,83,10.6
2013011208,-4,,1.2,82,10.6
2013011209,-3.2,,1,83,10.6
2013011210,-1.3,,0.7,74,10.6
2013011211,1.8,,0.6,70,10.6
2013011212,4.5,,2.1,70,10.5
2013011213,6.1,,1.9,65,10.3
2013011214,6.2,,2.2,64,10
2013011215,6.3,,2.2,62,9.2
2013011216,5.6,,1.8,67,8.1
2013011217,4.7,,2.2,73,7.9
2013011218,3.5,,1.7,78,7.9
2013011219,2.4,,0.6,82,7.9
2013011220,1.7,,1.3,87,7.9
2013011221,0.5,,0.8,90,7.9
2013011222,-0.2,,0.5,89,7.9
2013011223,-1,,0.8,93,7.9
2013011300,-1.9,,0,93,7.9
2013011301,-2.4,,0.6,95,7.9
2013011302,-2.6,,0.6,96,7.9
2013011303,-2.8,,0.7,96,7.9
2013011304,-3.2,,0.5,96,7.9
2013011305,-3.2,,0.1,96,7.9
2013011306,-3.4,,0.8,97,7.9
2013011307,-3.5,,0.2,97,7.9
2013011308,-3.1,,0.7,100,7.9
2013011309,-2.6,,0.5,99,7.9
2013011310,-1.8,,0.3,97,7.9
2013011311,-0.8,,0.4,94,7.8
2013011312,0.5,,0.8,84,7.7
2013011313,1.6,,1.5,69,7.6
2013011314,2.4,,0.7,66,7.5
2013011315,2.7,,1.5,68,7.4
2013011316,2.4,,1.5,65,7.4
2013011317,2.1,,0.1,66,7.4
2013011318,1.3,,0.9,69,7.4
2013011319,1,,0.8,70,7.4
2013011320,0.4,,1.2,74,7.4
2013011321,-0.7,,1.2,79,7.4
2013011322,-1,,1.1,78,7.4
2013011323,-1.8,,0.8,82,7.4
2013011400,-1.8,,0.5,82,7.4
2013011401,-2.9,,1.3,87,7.4
2013011402,-3.4,,0.9,87,7.4
2013011403,-3.9,,0.2,90,7.4
2013011404,-4.7,,0.1,90,7.4
2013011405,-5.2,,0.5,93,7.4
2013011406,-5.7,,0,92,7.4
2013011407,-6.1,,1.1,95,7.4
2013011408,-6.4,,0.6,96,7.4
2013011409,-5.9,,0.1,94,7.4
2013011410,-3.7,,0.6,90,7.4
2013011411,-1.1,,0.4,80,7.4
2013011412,1.4,,0.5,64,7.3
2013011413,2.2,,1.1,63,7.2
2013011414,3.8,,3.2,60,7.1
2013011415,4.3,,3.6,65,7
2013011416,3.9,,3.5,65,6.9
2013011417,3.1,,3.2,67,6.8
2013011418,1.8,,1.2,59,6.8
2013011419,0.5,,2.3,59,6.8
2013011420,-1,,2.5,65,6.8
2013011421,-1.5,,1.1,65,6.8
2013011422,-2.6,,1,68,6.8
2013011423,-3.1,,1.1,72,6.8
2013011500,-3.7,,0.4,75,6.8
2013011501,-3.7,,1.5,77,6.8
2013011502,-4.5,,1.3,80,6.8
2013011503,-4.9,,0.8,83,6.8
2013011504,-5.6,,1.2,86,6.8
2013011505,-6.2,,1,88,6.8
2013011506,-6.8,,0.3,90,6.8
2013011507,-7.2,,0.6,91,6.8
2013011508,-7.5,,1,92,6.8
2013011509,-6.6,,0.4,92,6.8
2013011510,-4.5,,0.5,84,6.8
2013011511,-2,,0.9,75,6.8
2013011512,0.2,,0.5,68,6.8
2013011513,1.6,,1.1,59,6.7
2013011514,2.5,,1.4,54,6.6
2013011515,3.7,,1.4,46,6.4
2013011516,3.8,,1.6,43,6.3
2013011517,3.1,,1.5,49,6.2
2013011518,1.9,,1.5,53,6.2
2013011519,0.5,,1.2,59,6.2
2013011520,-0.6,,1.1,65,6.2
2013011521,-1.4,,0.9,73,6.2
2013011522,-1.9,,0.3,71,6.2
2013011523,-2.6,,1.3,78,6.2
2013011600,-3.5,,0.9,82,6.2
2013011601,-4.1,,0.5,82,6.2
2013011602,-4.8,,0.2,83,6.2
2013011603,-5.4,,0.8,87,6.2
2013011604,-5.8,,0.6,88,6.2
2013011605,-5.6,,0.9,89,6.2
2013011606,-4.8,,0.9,87,6.2
2013011607,-4.1,,0.4,83,6.2
2013011608,-3.9,,0.3,84,6.2
2013011609,-2.9,,0.4,83,6.2
2013011610,-1.7,,0.5,79,6.2
2013011611,-0.9,,0.7,76,6.2
2013011612,-1.2,0.2,0.6,89,6.2
2013011613,-0.1,,0.9,85,6.2
2013011614,1,,1,83,6.2
2013011615,1.1,0.1,0.8,86,6.1
2013011616,1,,2.3,88,6.1
2013011617,0.4,,2.1,87,6.1
2013011618,-0.4,0,3,87,6.1
2013011619,-0.8,,3.9,80,6.2
2013011620,-1.3,,1.8,76,6.1
2013011621,-1.7,0,1.1,73,6.1
2013011622,-1.5,,2.3,74,6.1
2013011623,-1.5,,2.2,71,6.1
2013011700,-1.6,,2,74,6.1
2013011701,-1.9,,1.5,74,6.1
2013011702,-2.3,,3,71,6.1
2013011703,-2.7,,3.8,68,6.1
2013011704,-3,,2.7,69,6.1
2013011705,-3.5,,2,68,6.1
2013011706,-3.7,,1.9,68,6.1
2013011707,-3.9,,2.6,69,6.1
2013011708,-4.9,,2.5,68,6.1
2013011709,-4.5,,1.5,68,6.1
2013011710,-3.9,,1.3,66,6.1
2013011711,-3.6,,1.9,66,6.1
2013011712,-3,,1.5,65,6.1
2013011713,-2.4,,2,63,6.1
2013011714,-2,,2,62,6.1
2013011715,-2,,2.1,61,6
2013011716,-2.1,,2.1,61,6
2013011717,-2.3,,2.1,61,6
2013011718,-2.9,,1.3,67,6
2013011719,-4.2,,1.1,70,6
2013011720,-4.9,,0.6,73,6
2013011721,-5.8,,0.9,76,6
2013011722,-6.5,,1.4,81,6
2013011723,-6.7,,1.2,82,6
2013011800,-7.5,,0.9,86,6
2013011801,-8,,0.9,87,6
2013011802,-8.4,,0.7,90,6
2013011803,-9.1,,0.7,90,6
2013011804,-9.5,,0.9,90,6
2013011805,-9.6,,0.6,92,6
2013011806,-10.2,,1,92,6
2013011807,-10.4,,0.9,92,6
2013011808,-10.4,,1.4,93,6
2013011809,-8.4,,0.1,91,6
2013011810,-5.5,,0.6,76,6
2013011811,-2.9,,1.3,63,6
2013011812,-0.9,,1.3,50,6
2013011813,0.9,,2.3,45,6
2013011814,1.5,,2.5,39,5.9
2013011815,2.4,,2.1,40,5.8
2013011816,2.4,,1.2,41,5.7
2013011817,1.1,,1.4,53,5.7
2013011818,-0.2,,1.1,60,5.7
2013011819,-1,,1.3,63,5.7
2013011820,-1.6,,0.4,68,5.7
2013011821,-2.2,,0.7,72,5.7
2013011822,-2.1,,0.8,73,5.7
2013011823,-2.5,,0.3,76,5.7
2013011900,-3,,1.9,81,5.7
2013011901,-3.8,,0.3,83,5.7
2013011902,-4.2,,0.4,86,5.7
2013011903,-4.5,,0.8,86,5.7
2013011904,-4.3,,0.6,87,5.7
2013011905,-4,,0.3,86,5.7
2013011906,-3.7,,0.6,85,5.7
2013011907,-3.2,,0.6,86,5.7
2013011908,-3,,0.3,85,5.7
2013011909,-2.2,,0.9,85,5.7
2013011910,-1,,0.2,81,5.7
2013011911,1.5,,1.2,70,5.7
2013011912,3.9,,0.7,61,5.7
2013011913,5.3,,0.9,59,5.5
2013011914,5.6,,1.3,55,5.3
2013011915,5,,2.7,57,5.1
2013011916,4.8,,1.7,58,4.9
2013011917,4.4,,1.6,62,4.7
2013011918,3.3,,0.9,69,4.6
2013011919,2.4,,1.1,73,4.6
2013011920,1,,1.4,80,4.6
2013011921,-0.1,,0.5,84,4.6
2013011922,-0.9,,1.6,87,4.6
2013011923,-1.5,,1.1,88,4.6
2013012000,-2.1,,0.1,91,4.6
2013012001,-2.4,,1.7,93,4.6
2013012002,-2.9,,0.4,93,4.6
2013012003,-3.2,,1.5,95,4.6
2013012004,-3.5,,0.2,95,4.6
2013012005,-3.3,,1.6,95,4.6
2013012006,-3.4,,1,95,4.6
2013012007,-3.6,,0.9,97,4.6
2013012008,-3.5,,1.2,96,4.6
2013012009,-2.7,,0.8,97,4.6
2013012010,-1.8,,1,93,4.6
2013012011,0,,1.1,82,4.6
2013012012,2.2,,0.8,71,4.6
2013012013,4.1,,3.6,59,4.6
2013012014,5.9,,3,54,4.5
2013012015,6.9,,1.8,50,4.3
2013012016,7.3,,2.5,52,4.1
2013012017,6.3,,3.7,56,4.1
2013012018,5.5,,3.3,61,4.1
2013012019,5.2,,3.5,63,4.1
2013012020,4.8,,2.4,65,4.1
2013012021,4.8,,2.6,65,4
2013012022,4.8,,2.3,66,4
2013012023,4.5,,2.8,69,4
2013012100,4.7,,1,69,4
2013012101,4.4,,1.1,70,4
2013012102,4.4,,3.5,72,4
2013012103,4.3,0.1,3.8,77,3.9
2013012104,3.7,,1.4,88,3.7
2013012105,3.3,,0.9,92,3.6
2013012106,2.8,2,1.1,98,3.4
2013012107,2.8,,0.9,99,3.1
2013012108,3.3,,1.8,99,2.9
2013012109,3.8,9.9,3.2,98,2.8
2013012110,4,,3.9,98,2.3
2013012111,4,,5.3,97,2
2013012112,4,8.8,5,98,1.8
2013012113,4.1,,4.1,98,1.3
2013012114,4,,5,98,1
2013012115,4.1,5.6,4.1,98,0.5
2013012116,3.9,,4.4,99,
2013012117,3.9,,3,99,
2013012118,3.8,5.1,3.2,99,
2013012119,3.7,,2.5,100,
2013012120,3.6,,0.6,100,
2013012121,3.5,2.3,0.9,100,
2013012122,3.5,,0.9,100,
2013012123,3.3,,0.4,100,
2013012200,3.3,1.5,0.4,100,
2013012201,3,,1.6,100,
2013012202,3,,1,100,
2013012203,3.1,1.3,0.7,100,
2013012204,2.8,,1.6,100,
2013012205,2.8,,1.5,100,
2013012206,2.7,,1.2,100,
2013012207,2.5,,0.8,99,
2013012208,2.3,,0.5,100,
2013012209,2.5,0.3,0.6,100,
2013012210,2.8,,0.7,100,
2013012211,3.1,,0.5,99,
2013012212,3.4,0,0.1,97,
2013012213,3.4,,0.1,96,
2013012214,3.8,,0.4,94,
2013012215,3.9,0.1,1.5,95,
2013012216,3.6,,0.8,95,
2013012217,3.6,,0.7,95,
2013012218,3.3,,0.7,96,
2013012219,3.2,,1.1,96,
2013012220,2.9,,0.6,97,
2013012221,3,,0.7,98,
2013012222,2.8,,0.7,99,
2013012223,2.6,,1.1,100,
2013012300,2.7,,0.6,99,
2013012301,2.6,,0,100,
2013012302,2.5,,0.5,100,
2013012303,2.5,0,0.7,100,
2013012304,2.4,,0.3,100,
2013012305,2.3,,0.1,100,
2013012306,2.1,0,0.8,100,
2013012307,2.2,,0,100,
2013012308,2.2,,0.8,100,
2013012309,2.2,0.8,1.7,100,
2013012310,2.4,,2.1,99,
2013012311,2.7,,1,98,
2013012312,2.9,0.1,2.2,97,
2013012313,2.8,,1.6,97,
2013012314,3.1,,1.6,98,
2013012315,3.2,0,2.4,96,
2013012316,3.1,,1.4,97,
2013012317,3,,0.6,99,
2013012318,2.8,0.1,1.3,96,
2013012319,2.1,,0.8,96,
2013012320,2,,0.7,95,
2013012321,2,0,1.2,94,
2013012322,1.7,,1.5,85,
2013012323,1.4,,1.8,80,
2013012400,1.1,,0.9,81,
2013012401,0.6,,1.1,84,
2013012402,0.4,,1.3,89,
2013012403,0.1,,0.6,92,
2013012404,-0.1,,0.6,93,
2013012405,-0.4,,0.9,94,
2013012406,-0.3,,0.4,93,
2013012407,0,,1.5,90,
2013012408,0.8,,1.7,88,
2013012409,1.3,,2.2,84,
2013012410,1.5,,2.7,85,
2013012411,1.7,,1.5,90,
2013012412,1.8,0.1,0.9,96,
2013012413,2.2,,1.6,94,
2013012414,2.8,,1.8,90,
2013012415,3.2,0.2,1.5,83,
2013012416,2.8,,2.7,77,
2013012417,2.5,,2.1,70,
2013012418,1.3,0,3.2,70,
2013012419,0.2,,4.3,64,
2013012420,-0.6,,4.6,65,
2013012421,-1.7,,4,60,
2013012422,-2.4,,2.8,61,
2013012423,-3.2,,3.8,56,
2013012500,-4.1,,1.8,56,
2013012501,-4.9,,2.2,60,
2013012502,-4.8,,3.2,56,
2013012503,-4.9,,2.8,55,
2013012504,-5.5,,3.8,50,
2013012505,-6.2,,3.7,45,
2013012506,-6.7,,1.9,47,
2013012507,-7.3,,2.1,54,
2013012508,-6.8,,2.5,56,
2013012509,-5.2,,2.7,52,
2013012510,-4.7,,4.9,49,
2013012511,-3.3,,3.1,44,
2013012512,-3.5,,5.2,39,
2013012513,-2.7,,4.1,41,
2013012514,-2.6,,5.1,40,
2013012515,-2.4,,3.7,37,
2013012516,-2.7,,4.3,34,
2013012517,-4,,4.2,35,
2013012518,-5,,3,37,
2013012519,-6.1,,1.7,45,
2013012520,-6.8,,1.7,53,
2013012521,-6.9,,1.6,55,
2013012522,-6.8,,2.2,56,
2013012523,-6.8,,1.7,63,
2013012600,-6.4,,2.9,62,
2013012601,-6.7,,2.1,65,
2013012602,-7.1,,2.5,69,
2013012603,-8,0,2.8,74,
2013012604,-9.1,,1,70,
2013012605,-9.9,,0.5,64,
2013012606,-10.4,0,1.5,64,
2013012607,-10.7,,0.8,66,
2013012608,-10.7,,0.9,74,
2013012609,-8.2,,0.5,63,
2013012610,-6.5,,1.9,57,
2013012611,-5.4,,3.5,49,
2013012612,-3.5,,3.2,45,
2013012613,-2.4,,2.8,39,
2013012614,-2.1,,5.1,34,
2013012615,-1,,3.1,35,
2013012616,-1.5,,4.5,30,
2013012617,-2.9,,3.5,31,
2013012618,-3.9,,3.4,37,
2013012619,-5.2,,1.9,46,
2013012620,-5.6,,2.7,51,
2013012621,-6.5,,1.7,58,
2013012622,-6.9,,1.3,61,
2013012623,-6.5,,0.9,63,
2013012700,-6.6,,1.3,64,
2013012701,-7,,1.5,69,
2013012702,-6.8,,1.7,70,
2013012703,-7.7,,1.4,75,
2013012704,-8.1,,0.7,77,
2013012705,-8.5,,0.7,81,
2013012706,-8.8,,1.5,81,
2013012707,-9,,1.5,85,
2013012708,-9.2,,0.1,86,
2013012709,-7.5,0,0.7,82,
2013012710,-6.3,,0.6,82,0
2013012711,-4.6,,0.9,81,0.2
2013012712,-3.1,0.1,4.1,68,
2013012713,-2.9,,2.9,64,
2013012714,-2,,2.9,55,
2013012715,-0.9,0,3.6,43,
2013012716,-1,,3.1,44,
2013012717,-1.9,,2.9,47,
2013012718,-2.7,,2.8,54,
2013012719,-3.5,,1.8,58,
2013012720,-3.9,,1.5,62,
2013012721,-4.6,,1.1,67,
2013012722,-4.9,,0.9,70,
2013012723,-5.5,,0.8,74,
2013012800,-5.8,,1.2,77,
2013012801,-6.5,,0.7,82,
2013012802,-7.3,,1.2,86,
2013012803,-7.6,,0.5,86,
2013012804,-8,,0.8,89,
2013012805,-8.4,,0.6,90,
2013012806,-8.6,,0.5,92,
2013012807,-9.1,,0.6,92,
2013012808,-9.3,,0.8,92,
2013012809,-7.2,,0.4,87,
2013012810,-3.9,,0.9,76,
2013012811,-1.1,,1.3,61,
2013012812,1,,1.5,54,
2013012813,2.7,,1.3,47,
2013012814,3.8,,1.1,51,
2013012815,3.3,,2.2,58,
2013012816,3,,2.1,61,
2013012817,2.7,,2,64,
2013012818,2.4,,0.7,66,
2013012819,2.1,,1.3,68,
2013012820,2,,0.6,69,
2013012821,1.6,,0.9,70,
2013012822,1.4,,1.1,73,
2013012823,0.6,,1.1,76,
2013012900,-0.1,,0.9,81,
2013012901,-1,,1,86,
2013012902,-1.5,,0.2,87,
2013012903,-1.9,,0.6,89,
2013012904,-2.3,,0.2,90,
2013012905,-2.6,,1,92,
2013012906,-2.5,,0.8,92,
2013012907,-2.7,,0.4,92,
2013012908,-2.6,,0.6,94,
2013012909,-1.6,,0.6,92,
2013012910,-0.2,,0.5,90,
2013012911,1.3,,0.3,84,
2013012912,3.2,,0.3,76,
2013012913,4.7,,1,70,
2013012914,6.2,,1.6,66,
2013012915,7.9,,3,65,
2013012916,8.2,,1.5,66,
2013012917,7.8,,0.8,68,
2013012918,7,,1.6,71,
2013012919,6,,1.1,76,
2013012920,4.6,,0.3,81,
2013012921,3.4,,0.5,85,
2013012922,2.6,,0,88,
2013012923,2,,0.9,91,
2013013000,1.1,,0.3,92,
2013013001,0.5,,0.4,94,
2013013002,0.1,,1,96,
2013013003,-0.5,,0.6,96,
2013013004,-0.9,,0.7,98,
2013013005,-1.3,,1.1,98,
2013013006,-1.5,,0.7,99,
2013013007,-1.6,,0.7,99,
2013013008,-1.8,,0.7,99,
2013013009,-0.9,,0.3,99,
2013013010,1.7,,0.5,92,
2013013011,4.4,,0.8,78,
2013013012,7.5,,0.6,68,
2013013013,9.7,,1.4,60,
2013013014,11.6,,1.4,51,
2013013015,11.8,,0.8,47,
2013013016,11.3,,0.5,46,
2013013017,10.8,,0.7,48,
2013013018,9,,0.7,55,
2013013019,7.9,,0.9,59,
2013013020,6.4,,0.7,65,
2013013021,5.3,,1.2,70,
2013013022,4.7,,0.3,76,
